formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,compoundId,mappingFeatureId,overallFeatureQuality
1,C24H50N2O4,[M + H]+,C24H51N2O4+,Terpenoids,0.659,Meroterpenoids,0.949,Prenyl quinone meroterpenoids,0.969,Lipids and lipid-like molecules,0.692,Prenol lipids,0.447,Quinone and hydroquinone lipids,0.654,Vitamin E compounds,0.868,Vitamin E compounds,0.868,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Benzopyrans; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Quinone and hydroquinone lipids; Vitamin E compounds; Diterpenoids; Carbonyl compounds; Trialkylamines; Benzenoids; Amines; 1-benzopyrans; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,431.384,990,16.499,766942787975095698,766798140937743127,766798140937743126,100,
1,C13H25NO2,[M + H]+,C13H26NO2+,Amino acids and Peptides,0.794,Small peptides,0.833,Aminoacids,0.817,Organic acids and derivatives,0.999,Carboxylic acids and derivatives,0.999,"Amino acids, peptides, and analogues",0.919,Amino acids and derivatives,0.918,Amino acids,0.922,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",228.196,990,16.501,766942791028549092,766798141080349478,766798141080349477,103,
1,C43H71N7O8,[M + H]+,C43H72N7O8+,Polyketides,0.923,Macrolides,0.871,Ansa macrolides,0.930,Organic acids and derivatives,0.965,Carboxylic acids and derivatives,0.923,"Amino acids, peptides, and analogues",0.686,Amino acids and derivatives,0.670,Amino acids and derivatives,0.670,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Macrolactams; Ketones; Alcohols and polyols; Lactams; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",814.546,990,16.502,766942834867415310,766798239373882723,766798239373882722,3976,
1,C41H79N3O12,[M + Na]+,C41H79N3NaO12+,Polyketides,0.986,Macrolides,0.965,Ansa macrolides,0.689,Organic oxygen compounds,1.000,Organooxygen compounds,1.000,Ethers,0.727,Acetals,0.612,Ketals,0.509,Organic compounds; Organoheterocyclic compounds; Ketones; Alcohols and polyols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Polyols; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Ketals; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,828.561,990,16.506,766942950168832963,766798237259953032,766798237259953031,3880,
1,C25H52N2O3,[M + H]+,C25H53N2O3+,Terpenoids,0.987,Meroterpenoids,0.990,Prenyl quinone meroterpenoids,0.997,Lipids and lipid-like molecules,0.651,Prenol lipids,0.729,Quinone and hydroquinone lipids,0.928,Vitamin E compounds,0.991,Tocopherols,0.813,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Benzopyrans; Alkyl aryl ethers; Tocopherols; Ethers; Prenol lipids; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Quinone and hydroquinone lipids; Vitamin E compounds; Diterpenoids; Benzenoids; Amines; 1-benzopyrans; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,429.405,991,16.510,766943142439923419,766798144209300617,766798144209300616,174,
1,C38H53N3O3,[M + H]+,C38H54N3O3+,Alkaloids,0.478,Pseudoalkaloids (transamidation),0.382,Open-chain polyketides,0.286,Benzenoids,0.584,,,,,,,Benzenoids,0.584,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,600.416,991,16.514,766942914949262151,766798177944093164,766798177944093163,1282,
1,C25H53NO4,[M + Na]+,C25H53NNaO4+,Fatty acids,0.982,Fatty esters,0.742,Sphingoid bases,0.446,Organic nitrogen compounds,0.995,Organonitrogen compounds,0.991,Quaternary ammonium salts,0.589,Tetraalkylammonium salts,0.611,Tetraalkylammonium salts,0.611,Organic compounds; Organonitrogen compounds; Organooxygen compounds; Quaternary ammonium salts; Amines; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,454.389,991,16.519,766942833474906333,766798226958740148,766798226958740147,3419,
1,C32H62NO9P,[M + H]+,C32H63NO9P+,Fatty acids,1.000,Glycerophospholipids,1.000,Glycerophosphoethanolamines,0.994,Lipids and lipid-like molecules,0.993,Glycerophospholipids,1.000,Glycerophosphoethanolamines,0.994,Phosphatidylethanolamines,0.972,Phosphatidylethanolamines,0.972,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphoethanolamines; Phosphatidylethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",636.423,991,16.520,766942902785780392,766798167324113401,766798167324113400,872,
1,C31H54O5,[M + Na]+,C31H54NaO5+,Fatty acids,0.652,Glycerolipids,0.360,Cholane steroids,0.099,Lipids and lipid-like molecules,0.993,Fatty Acyls,0.890,Fatty acid esters,0.573,,,Fatty acid esters,0.573,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,529.389,991,16.520,766943023674010835,766798200975021288,766798200975021287,2274,
1,C26H51N5O2,[M + H]+,C26H52N5O2+,Alkaloids,0.962,Pseudoalkaloids (transamidation),0.909,Purine alkaloids,0.540,Organoheterocyclic compounds,0.948,Diazines,0.456,Pyrimidines and pyrimidine derivatives,0.593,,,Pyrimidines and pyrimidine derivatives,0.593,Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic carbonic acids and derivatives; Ureas; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,466.410,991,16.521,766943026672938274,766798174362156833,766798174362156832,1139,
1,C42H75N7O10,[M + H]+,C42H76N7O10+,Amino acids and Peptides,0.965,Oligopeptides,0.992,Cyclic peptides,0.440,Organic acids and derivatives,0.999,Carboxylic acids and derivatives,0.997,"Amino acids, peptides, and analogues",0.993,Peptides,0.734,Peptides,0.734,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",838.567,991,16.523,766943027964784117,766798202359141913,766798202359141912,2338,
1,C34H58O5,[M + Na]+,C34H58NaO5+,Terpenoids,0.990,Triterpenoids,0.970,"Lanostane, Tirucallane and Euphane triterpenoids",0.327,Lipids and lipid-like molecules,0.997,Prenol lipids,0.926,Triterpenoids,0.718,,,Triterpenoids,0.718,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Triterpenoids; Secondary alcohols; Steroid esters; Carbonyl compounds; 3-hydroxysteroids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,569.420,992,16.526,766943199650231352,766798201067295996,766798201067295995,2278,
1,C50H75N9O4,[M + H]+,C50H76N9O4+,Amino acids and Peptides,0.988,Oligopeptides,0.979,Linear peptides,0.713,Organic acids and derivatives,0.998,Carboxylic acids and derivatives,0.996,"Amino acids, peptides, and analogues",0.994,Peptides,0.512,Peptides,0.512,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",866.598,992,16.529,766943149855453346,766798173007396376,766798173007396375,1089,
1,C47H72O12,[M + H]+,C47H73O12+,Terpenoids,0.829,Triterpenoids,0.732,Open-chain polyketides,0.118,Lipids and lipid-like molecules,0.942,Prenol lipids,0.871,Triterpenoids,0.639,,,Triterpenoids,0.639,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Triterpenoids; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,829.507,992,16.530,766943485118756796,766798157656241006,766798157656241005,526,
1,C21H36O3,[M + H]+,C21H37O3+,Fatty acids,1.000,Glycerolipids,0.980,Monoacylglycerols,0.966,Lipids and lipid-like molecules,0.996,Fatty Acyls,0.981,Fatty acid esters,0.964,Glycidol esters,0.532,Glycidol esters,0.532,Organic compounds; Lipids and lipid-like molecules; Epoxides; Glycerolipids; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monoacylglycerols; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Glycidol esters; Carbonyl compounds; Monoradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,337.274,992,16.532,766943516936747030,766798173930143451,766798173930143450,1124,
1,C53H77N3O6,[M + H]+,C53H78N3O6+,Fatty acids,0.672,Oligopeptides,0.310,Fatty acyl carnitines,0.047,Organic acids and derivatives,0.988,Carboxylic acids and derivatives,0.978,"Amino acids, peptides, and analogues",0.904,Amino acids and derivatives,0.894,Alpha amino acids and derivatives,0.839,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",852.582,992,16.533,766943550352767320,766798182880789992,766798182880789991,1488,
1,C45H70O10,[M + H]+,C45H71O10+,Fatty acids,0.999,Glycerolipids,0.997,Glycosyldiacylglycerols,0.730,Lipids and lipid-like molecules,0.995,Glycerolipids,0.989,Glycosylglycerols,0.956,Glycosyldiradylglycerols,0.717,Glycosyldiacylglycerols,0.562,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Lineolic acids and derivatives; Glycosylglycerols; Carboxylic acid derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Glycosyldiacylglycerols; Glycosyldiradylglycerols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,771.504,992,16.534,766943594392959558,766798178782954149,766798178782954148,1319,
1,C21H39O7P,[M + Na]+,C21H39NaO7P+,Fatty acids,1.000,Glycerophospholipids,1.000,Glycerophosphates,0.854,Lipids and lipid-like molecules,0.997,Glycerophospholipids,0.998,Glycerophosphates,0.776,Monoacylglycerophosphates,0.710,1-acylglycerol-3-phosphates,0.727,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Lysophosphatidic acids; Secondary alcohols; Monoacylglycerophosphates; 1-acylglycerol-3-phosphates; Carbonyl compounds; Glycerophosphates; Alkyl phosphates; Monoalkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,457.232,992,16.536,766943235410867485,766798167647074869,766798167647074868,886,
